,Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
6840,Dollar General,OPERATIONAL,"3527 West Armitage Avenue, Chicago",1,4.1,609,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9171714,-87.7145996
6841,Walgreens,OPERATIONAL,"1627 North Pulaski Road, Chicago",2,2.2,144,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9109744,-87.72603389999999
6842,Dollar General,OPERATIONAL,"3527 West Armitage Avenue, Chicago",1,4.1,609,"['drugstore', 'grocery_or_supermarket', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9171714,-87.7145996
6843,Walgreens,OPERATIONAL,"3110 West Armitage Avenue, Chicago",2,3.1,98,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9178285,-87.7060702
6844,Walgreens,OPERATIONAL,"3110 West Armitage Avenue, Chicago",2,3.1,98,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9178285,-87.7060702
6845,Walgreens,OPERATIONAL,"2440 West North Avenue, Chicago",2,2.8,127,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.91059919999999,-87.6887874
6846,Walgreens,OPERATIONAL,"2001 North Milwaukee Avenue, Chicago",2,2.1,367,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9178305,-87.6883677
6847,Walgreens,OPERATIONAL,"1372 North Milwaukee Avenue, Chicago",2,2.1,122,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.90689829999999,-87.6723164
6848,Mariano's Pharmacy,OPERATIONAL,"2112 North Ashland Avenue, Chicago",Price information not available,4.5,17,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9209536,-87.6690826
6849,CVS,OPERATIONAL,"1714 North Sheffield Avenue, Chicago",Price information not available,3.7,64,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9124132,-87.6534131
6850,Mariano's Pharmacy,OPERATIONAL,"2112 North Ashland Avenue, Chicago",Price information not available,4.5,17,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9209536,-87.6690826
6851,Jewel-Osco Pharmacy,OPERATIONAL,"1341 North Paulina Street, Chicago",2,3.3,31,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9066746,-87.6694844
6852,CVS,OPERATIONAL,"1714 North Sheffield Avenue, Chicago",Price information not available,3.7,64,"['drugstore', 'liquor_store', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9124132,-87.6534131
6853,Mariano's Pharmacy,OPERATIONAL,"1500 North Clybourn Avenue C104, Chicago",Price information not available,4,8,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9081984,-87.6464058
6854,Walgreens,OPERATIONAL,"834 West Armitage Avenue, Chicago",2,3.2,57,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9182376,-87.6499206
6855,Walgreens,OPERATIONAL,"1601 North Wells Street, Chicago",2,1.9,126,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.91137959999999,-87.6344463
6856,Mariano's Pharmacy,OPERATIONAL,"1500 North Clybourn Avenue C104, Chicago",Price information not available,4,8,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9081984,-87.6464058
6857,Walgreens,OPERATIONAL,"834 West Armitage Avenue, Chicago",2,3.2,57,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9182376,-87.6499206
6858,Walgreens,OPERATIONAL,"1601 North Wells Street, Chicago",2,1.9,126,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.91137959999999,-87.6344463
6859,Mariano's Pharmacy,OPERATIONAL,"678 North York Street, Elmhurst",Price information not available,4.8,14,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.92053869999999,-87.9405839
6860,Jewel-Osco Pharmacy,OPERATIONAL,"1127 South York Road, Bensenville",2,4.4,11,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9320179,-87.9373986
6861,Jewel-Osco Pharmacy,OPERATIONAL,"10203 West Grand Avenue, Franklin Park",2,4.6,22,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9290483,-87.8807144
6862,Walgreens,OPERATIONAL,"9595 Grand Avenue, Franklin Park",2,3.8,52,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.929134,-87.86418909999999
6863,Walgreens,OPERATIONAL,"9595 Grand Avenue, Franklin Park",2,3.8,52,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.929134,-87.86418909999999
6864,Walgreens,OPERATIONAL,"2828 North Harlem Avenue, Elmwood Park",2,2.8,109,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.931756,-87.8068918
6865,Jewel-Osco Pharmacy,OPERATIONAL,"2520 North Narragansett Avenue, Chicago",2,3.6,28,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.92622850000001,-87.78629620000001
6866,Jewel-Osco Pharmacy,OPERATIONAL,"2520 North Narragansett Avenue, Chicago",2,3.6,28,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.92622850000001,-87.78629620000001
6867,Walgreens,OPERATIONAL,"5600 West Fullerton Avenue, Chicago",2,3,190,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9244564,-87.76668149999999
6868,Walgreens,OPERATIONAL,"5600 West Fullerton Avenue, Chicago",2,3,190,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9244564,-87.76668149999999
6869,Walgreens,OPERATIONAL,"5140 West Diversey Avenue, Chicago",2,3.8,67,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9316518,-87.7554978
6870,Walgreens,OPERATIONAL,"4817 West Fullerton Avenue, Chicago",2,3.2,63,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9239575,-87.7472824
6871,CVS,OPERATIONAL,"3940 West Fullerton Avenue, Chicago",Price information not available,3,94,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9247331,-87.7259708
6872,Walgreens,OPERATIONAL,"4817 West Fullerton Avenue, Chicago",2,3.2,63,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9239575,-87.7472824
6873,CVS,OPERATIONAL,"3940 West Fullerton Avenue, Chicago",Price information not available,3,94,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9247331,-87.7259708
6874,Walgreens,OPERATIONAL,"3320 West Fullerton Avenue, Chicago",2,2.8,127,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9248705,-87.71156549999999
6875,Dollar General,OPERATIONAL,"3527 West Armitage Avenue, Chicago",1,4.1,609,"['convenience_store', 'grocery_or_supermarket', 'drugstore', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9171714,-87.7145996
6876,Walgreens,OPERATIONAL,"3110 West Armitage Avenue, Chicago",2,3.1,98,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9178285,-87.7060702
6877,Walgreens,OPERATIONAL,"2744 North California Avenue, Chicago",2,3.5,77,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9314866,-87.6979418
6878,Walgreens,OPERATIONAL,"3320 West Fullerton Avenue, Chicago",2,2.8,127,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9248705,-87.71156549999999
6879,Walgreens,OPERATIONAL,"3110 West Armitage Avenue, Chicago",2,3.1,98,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9178285,-87.7060702
6880,Walgreens,OPERATIONAL,"2001 North Milwaukee Avenue, Chicago",2,2.1,367,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9178305,-87.6883677
6881,CVS,OPERATIONAL,"2656 North Elston Avenue, Chicago",Price information not available,2.4,14,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",41.9284806,-87.6850894
6882,Local Health Pharmacy,OPERATIONAL,"2545 West Diversey Avenue Unit 104, Chicago",Price information not available,4.3,27,"['pharmacy', 'drugstore', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",41.931611,-87.6922142
6883,Walgreens,OPERATIONAL,"1520 West Fullerton Avenue, Chicago",2,2.4,106,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9252818,-87.66645439999999
6884,Jewel-Osco Pharmacy,OPERATIONAL,"2550 North Clybourn Avenue, Chicago",2,4.2,15,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.92701569999999,-87.67396889999999
6885,Mariano's Pharmacy,OPERATIONAL,"2112 North Ashland Avenue, Chicago",Price information not available,4.5,17,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9209536,-87.6690826
6886,CVS,OPERATIONAL,"2656 North Elston Avenue, Chicago",Price information not available,2.4,14,"['drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9284806,-87.6850894
6887,Walgreens,OPERATIONAL,"1520 West Fullerton Avenue, Chicago",2,2.4,106,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9252818,-87.66645439999999
6888,Mariano's Pharmacy,OPERATIONAL,"2112 North Ashland Avenue, Chicago",Price information not available,4.5,17,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9209536,-87.6690826
6889,Jewel-Osco Pharmacy,OPERATIONAL,"2550 North Clybourn Avenue, Chicago",2,4.2,15,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.92701569999999,-87.67396889999999
6890,Walgreens,OPERATIONAL,"834 West Armitage Avenue, Chicago",2,3.2,57,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9182376,-87.6499206
6891,Walgreens,OPERATIONAL,"2500 North Clark Street, Chicago",2,2.3,115,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.927738,-87.6420563
6892,Walgreens,OPERATIONAL,"2500 North Clark Street, Chicago",2,2.3,115,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.927738,-87.6420563
6893,Jewel-Osco Pharmacy,OPERATIONAL,"1127 South York Road, Bensenville",2,4.4,11,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9320179,-87.9373986
6894,Jewel-Osco Pharmacy,OPERATIONAL,"1127 South York Road, Bensenville",2,4.4,11,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9320179,-87.9373986
6895,Jewel-Osco Pharmacy,OPERATIONAL,"10203 West Grand Avenue, Franklin Park",2,4.6,22,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9290483,-87.8807144
6896,Walgreens,OPERATIONAL,"9595 Grand Avenue, Franklin Park",2,3.8,52,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.929134,-87.86418909999999
6897,Walgreens,OPERATIONAL,"9595 Grand Avenue, Franklin Park",2,3.8,52,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.929134,-87.86418909999999
6898,Walgreens,OPERATIONAL,"8361 West Belmont Avenue, River Grove",Price information not available,2.8,30,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9353835,-87.8353522
6899,Walgreens,OPERATIONAL,"8361 West Belmont Avenue, River Grove",Price information not available,2.8,30,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9353835,-87.8353522
6900,Walgreens,OPERATIONAL,"2828 North Harlem Avenue, Elmwood Park",2,2.8,109,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.931756,-87.8068918
6901,Walgreens,OPERATIONAL,"2828 North Harlem Avenue, Elmwood Park",2,2.8,109,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.931756,-87.8068918
6902,Walgreens,OPERATIONAL,"6809 West Belmont Avenue, Chicago",2,2.8,69,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9378736,-87.79653689999999
6903,Jewel-Osco Pharmacy,OPERATIONAL,"2520 North Narragansett Avenue, Chicago",2,3.6,28,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.92622850000001,-87.78629620000001
6904,The Natural Branches Organic Grocery,OPERATIONAL,"6027 West Belmont Avenue, Chicago",Price information not available,4.9,182,"['pharmacy', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382897,-87.77723639999999
6905,Walgreens,OPERATIONAL,"5600 West Fullerton Avenue, Chicago",2,3,190,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9244564,-87.76668149999999
6906,Dollar General,OPERATIONAL,"5701 West Belmont Avenue, Chicago",1,4.2,353,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382696,-87.7691842
6907,The Natural Branches Organic Grocery,OPERATIONAL,"6027 West Belmont Avenue, Chicago",Price information not available,4.9,182,"['pharmacy', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382897,-87.77723639999999
6908,Walgreens,OPERATIONAL,"5140 West Diversey Avenue, Chicago",2,3.8,67,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9316518,-87.7554978
6909,Dollar General,OPERATIONAL,"5701 West Belmont Avenue, Chicago",1,4.2,353,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382696,-87.7691842
6910,Walgreens,OPERATIONAL,"4745 West Belmont Avenue, Chicago",2,2.8,59,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9386531,-87.7459507
6911,Walgreens,OPERATIONAL,"5140 West Diversey Avenue, Chicago",2,3.8,67,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9316518,-87.7554978
6912,Walgreens,OPERATIONAL,"4817 West Fullerton Avenue, Chicago",2,3.2,63,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9239575,-87.7472824
6913,Walgreens,OPERATIONAL,"3222 North Milwaukee Avenue, Chicago",2,3.8,87,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9396293,-87.72523199999999
6914,CVS,OPERATIONAL,"3940 West Fullerton Avenue, Chicago",Price information not available,3,94,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9247331,-87.7259708
6915,Walgreens,OPERATIONAL,"3320 West Fullerton Avenue, Chicago",2,2.8,127,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9248705,-87.71156549999999
6916,Walgreens,OPERATIONAL,"3424 West Belmont Avenue, Chicago",2,2.7,41,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9395017,-87.7138299
6917,Walgreens,OPERATIONAL,"2744 North California Avenue, Chicago",2,3.5,77,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9314866,-87.6979418
6918,Local Health Pharmacy,OPERATIONAL,"2545 West Diversey Avenue Unit 104, Chicago",Price information not available,4.3,27,"['pharmacy', 'veterinary_care', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.931611,-87.6922142
6919,Walgreens,OPERATIONAL,"2744 North California Avenue, Chicago",2,3.5,77,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9314866,-87.6979418
6920,Local Health Pharmacy,OPERATIONAL,"2545 West Diversey Avenue Unit 104, Chicago",Price information not available,4.3,27,"['pharmacy', 'veterinary_care', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.931611,-87.6922142
6921,CVS,OPERATIONAL,"2656 North Elston Avenue, Chicago",Price information not available,2.4,14,"['drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9284806,-87.6850894
6922,Jewel-Osco Pharmacy,OPERATIONAL,"2940 North Ashland Avenue, Chicago",2,4,21,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9354434,-87.670244
6923,Jewel-Osco Pharmacy,OPERATIONAL,"2550 North Clybourn Avenue, Chicago",2,4.2,15,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.92701569999999,-87.67396889999999
6924,Walgreens,OPERATIONAL,"1649 West Belmont Avenue, Chicago",2,2.5,107,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9394269,-87.6704847
6925,CVS,OPERATIONAL,"2656 North Elston Avenue, Chicago",Price information not available,2.4,14,"['drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9284806,-87.6850894
6926,Jewel-Osco Pharmacy,OPERATIONAL,"2940 North Ashland Avenue, Chicago",2,4,21,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9354434,-87.670244
6927,Walgreens,OPERATIONAL,"1520 West Fullerton Avenue, Chicago",2,2.4,106,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9252818,-87.66645439999999
6928,Walgreens,OPERATIONAL,"1649 West Belmont Avenue, Chicago",2,2.5,107,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9394269,-87.6704847
6929,Walgreens,OPERATIONAL,"3046 North Halsted Street, Chicago",2,2.2,129,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9378033,-87.6497502
6930,Walgreens,OPERATIONAL,"740 West Diversey Parkway, Chicago",2,3.1,38,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.93287789999999,-87.6482827
6931,CVS,OPERATIONAL,"3033 North Broadway, Chicago",Price information not available,3,59,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.937479,-87.6440094
6932,Mariano's Pharmacy,OPERATIONAL,"3030 North Broadway Suite 100, Chicago",Price information not available,3.5,11,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.93721559999999,-87.6446349
6933,Walgreens,OPERATIONAL,"2500 North Clark Street, Chicago",2,2.3,115,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.927738,-87.6420563
6934,Walgreens,OPERATIONAL,"3201 North Broadway, Chicago",2,2.6,131,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9404234,-87.64424369999999
6935,Walgreens,OPERATIONAL,"740 West Diversey Parkway, Chicago",2,3.1,38,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.93287789999999,-87.6482827
6936,CVS,OPERATIONAL,"3033 North Broadway, Chicago",Price information not available,3,59,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.937479,-87.6440094
6937,Walgreens,OPERATIONAL,"3046 North Halsted Street, Chicago",2,2.2,129,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9378033,-87.6497502
6938,Mariano's Pharmacy,OPERATIONAL,"3030 North Broadway Suite 100, Chicago",Price information not available,3.5,11,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.93721559999999,-87.6446349
6939,Walgreens,OPERATIONAL,"2500 North Clark Street, Chicago",2,2.3,115,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.927738,-87.6420563
6940,Walgreens,OPERATIONAL,"8361 West Belmont Avenue, River Grove",Price information not available,2.8,30,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.9353835,-87.8353522
6941,Walgreens,OPERATIONAL,"8361 West Belmont Avenue, River Grove",Price information not available,2.8,30,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9353835,-87.8353522
6942,"Healthy Pulse Anna, Inc.",OPERATIONAL,"3819 North Harlem Avenue, Chicago",Price information not available,4.4,5,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",41.9495194,-87.80694779999999
6943,Walgreens,OPERATIONAL,"6809 West Belmont Avenue, Chicago",2,2.8,69,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9378736,-87.79653689999999
6944,The Natural Branches Organic Grocery,OPERATIONAL,"6027 West Belmont Avenue, Chicago",Price information not available,4.9,182,"['pharmacy', 'drugstore', 'grocery_or_supermarket', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9382897,-87.77723639999999
6945,Walgreens,OPERATIONAL,"5935 West Addison Street, Chicago",Price information not available,3.9,11,"['drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9455202,-87.7755967
6946,CVS,OPERATIONAL,"3615 North Central Avenue, Chicago",Price information not available,3,113,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9464377,-87.7664161
6947,Dollar General,OPERATIONAL,"5701 West Belmont Avenue, Chicago",1,4.2,353,"['convenience_store', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382696,-87.7691842
6948,Walgreens,OPERATIONAL,"5935 West Addison Street, Chicago",Price information not available,3.9,11,"['drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9455202,-87.7755967
6949,The Natural Branches Organic Grocery,OPERATIONAL,"6027 West Belmont Avenue, Chicago",Price information not available,4.9,182,"['pharmacy', 'drugstore', 'grocery_or_supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9382897,-87.77723639999999
6950,CVS,OPERATIONAL,"3615 North Central Avenue, Chicago",Price information not available,3,113,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9464377,-87.7664161
6951,Dollar General,OPERATIONAL,"5701 West Belmont Avenue, Chicago",1,4.2,353,"['convenience_store', 'grocery_or_supermarket', 'drugstore', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9382696,-87.7691842
6952,Walgreens,OPERATIONAL,"4745 West Belmont Avenue, Chicago",2,2.8,59,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9386531,-87.7459507
6953,Walgreens,OPERATIONAL,"4745 West Belmont Avenue, Chicago",2,2.8,59,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9386531,-87.7459507
6954,Walgreens,OPERATIONAL,"3222 North Milwaukee Avenue, Chicago",2,3.8,87,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9396293,-87.72523199999999
6955,Walgreens,OPERATIONAL,"3222 North Milwaukee Avenue, Chicago",2,3.8,87,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9396293,-87.72523199999999
6956,Walgreens,OPERATIONAL,"3424 West Belmont Avenue, Chicago",2,2.7,41,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.9395017,-87.7138299
6957,Jewel-Osco Pharmacy,OPERATIONAL,"3572 North Elston Avenue, Chicago",2,3.4,80,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']",41.9451426,-87.70848389999999
6958,Walgreens,OPERATIONAL,"3424 West Belmont Avenue, Chicago",2,2.7,41,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.9395017,-87.7138299
6959,Jewel-Osco Pharmacy,OPERATIONAL,"3400 North Western Avenue, Chicago",2,3.6,16,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9432621,-87.6896513
6960,Jewel-Osco Pharmacy,OPERATIONAL,"3572 North Elston Avenue, Chicago",2,3.4,80,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9451426,-87.70848389999999
6961,Walgreens,OPERATIONAL,"3358 North Western Avenue, Chicago",2,2.8,48,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.94281760000001,-87.6899327
6962,Jewel-Osco Pharmacy,OPERATIONAL,"3400 North Western Avenue, Chicago",2,3.6,16,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9432621,-87.6896513
6963,Walgreens,OPERATIONAL,"3358 North Western Avenue, Chicago",2,2.8,48,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.94281760000001,-87.6899327
6964,Jewel-Osco Pharmacy,OPERATIONAL,"2940 North Ashland Avenue, Chicago",2,4,21,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']",41.9354434,-87.670244
6965,Walgreens,OPERATIONAL,"1649 West Belmont Avenue, Chicago",2,2.5,107,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.9394269,-87.6704847
6966,Jewel-Osco Pharmacy,OPERATIONAL,"3630 North Southport Avenue, Chicago",2,4.3,21,"['pharmacy', 'drugstore', 'store', 'health', 'point_of_interest', 'establishment']",41.9481681,-87.6643737
